	__v	_id	created_at	nd_key	rated_by	rating	rating_max	student_comment	updated_at	user_key
71	0	586e84d28a5796000401c302	2017-01-05T17:39:22.468Z	nd009	{'name': 'Ivan L.'}	5	5	Excellent!	2017-01-05T17:39:30.340Z	8907400273
72	0	586da3f27cdde4000434d40d	2017-01-05T01:40:01.084Z	nd009	{'name': 'Sayaka N.'}	5	5	This is an awesome program! I especially like personal feedback.	2017-01-05T01:40:02.576Z	7975661210
73	0	586c605d7bffdf0400fd9e2c	2017-01-04T02:39:18.077Z	nd009	{'name': 'Haoling H.'}	5	5	Broaden my horizon about data science and machine learning.	2017-01-04T02:39:25.070Z	8367429174
74	0	586be228e65520040050cc74	2017-01-03T17:40:56.497Z	nd009	{'name': 'Jason M.'}	5	5	The program is a bit disjointed, which they tell you ahead of time. Other than that, it's amazingly good. You will be surprised by the level of skill of your lecturer and your reviewer. The treatment of the subject matter varies from easy to challenging, from summary to mathematical rigor. I learned and am learning a tremendous amount about machine learning. We are much further along on this subject than I had realized before. I'm impressed by the work that has been done by the teachers of this class, who themselves are incredible innovators.	2017-01-03T17:40:56.164Z	9504399237
75	0	586ab2b2d16bc40400ddcd12	2017-01-02T20:06:09.234Z	nd009	{'name': 'Mark S.'}	5	5	Nice intro to AI	2017-01-02T20:06:11.015Z	u5136978
76	0	586a9bc2d16bc40400ddcd0f	2017-01-02T12:58:17.616Z	nd009	{'name': 'subham s.'}	5	5	Great	2017-01-02T18:28:18.280Z	10093862875
77	0	5869de48d16bc40400ddcd01	2017-01-02T04:59:51.142Z	nd009	{'name': 'fei l.'}	5	5	Help me to learn ML step by step for I am new to ML,Thanks a lot!	2017-01-02T04:59:52.700Z	5865281652
78	0	5869cd665c0b6704006e7436	2017-01-02T03:47:48.498Z	nd009	{'name': 'Kumiko K.'}	5	5	The program has been rich in content, and the projects are reviewed in details. I just completed my final project, and it was great to have been able to choose a project of my interest and decide all of the details on my own.	2017-01-02T03:47:50.147Z	237709189
79	0	586779f037c82c04000150cf	2016-12-31T09:27:14.065Z	nd009	{'name': 'David R.'}	5	5	Great learning experience. Good mixture of videos, quizes, material and projects. Especially the projects provide excellent learning progress!	2016-12-31T09:27:12.711Z	7659170758
80	0	586572be4545e0040055f67d	2016-12-29T20:32:00.600Z	nd009	{'name': 'Nick M.'}	5	5	I have already started applying what I have learned on the job for a major financial institution.	2016-12-29T20:31:58.942Z	u152846
81	0	5863de1afa575204004e105f	2016-12-28T15:45:30.058Z	nd009	{'name': 'Bart G.'}	5	5	Love the subject matter and it's presentation. I can go faster or slower depending on my schedule. But, by far the greatest advantage is the awesome feedback I've received for each of my project submissions. When revision was needed, I was given resources to further my studies so that I learned what, why and how to bring my project up to standard. This is better than a traditional university experience. I've learned more about machine learning and pytnon in two months, than a year and a half of graduate school. Don't get me wrong, I needed the graduate school to bring my writing, analytical, and math skills up to par, but the MLND has taught me how to put it all together. 	2016-12-28T15:45:30.240Z	1225958907
82	0	5863a73e7f50300400beb51f	2016-12-28T11:51:25.911Z	nd009	{'name': 'Carl M.'}	5	5	I just finished my Nanodegree two days ago. The program starts out easy to get you started and becomes much more challenging as you progress. I found the 1:1 appointments to be of great help when I had trouble grasping a concept or got stuck during my capstone. Overall I'm proud of how much I learned within the last nine months and would recommend this program to anyone really interested in the topic.	2016-12-28T11:51:26.677Z	5139359602
83	0	585fddc621abbd0400820afd	2016-12-25T14:55:02.552Z	nd009	{'name': 'Nguyễn D.'}	5	5	Very creative and useful. Friendly instructor.	2016-12-25T14:55:02.904Z	4627741554
84	0	585fdd7f0434c20400cda03c	2016-12-25T14:53:50.481Z	nd009	{'name': 'Nguyễn D.'}	5	5	Very  easy to understand, creative and useful. Friendly instructor too. :D	2016-12-25T14:53:51.803Z	4627741554
85	0	585f154e0434c20400cda032	2016-12-25T00:39:39.090Z	nd009	{'name': 'Nirmesh G.'}	5	5	awesome	2016-12-25T00:39:42.896Z	4180938745
86	0	585e9df2dc40a80400cde081	2016-12-24T16:10:25.925Z	nd009	{'name': 'John C.'}	5	5	I don't think I would ever be able to compile all of the ML materials that is in this course and learn it so quickly and easily.  Great work in bringing everything together!	2016-12-24T16:10:26.377Z	862339100
87	0	585db72af818cb0400da18cd	2016-12-23T23:45:44.980Z	nd009	{'name': 'Medhat O.'}	5	5	"Since my first day at Machine Learning Nano Degree, and I am very surprised about how contents are organized and projects are aligned with industry needs.
For me, MLND by Udacity to Machine Learning world, is like Google to web. Web is full of amazing resources in nearly everything, but without a good search engine like Google, I will most probably be lost. Same thing in Machine Learning, Machine Learning is a fascinating field, but without a plan to explore this field, you can easily get lost and may be even desperate.
Thanks Udacity team for everything trying to make my journey in this fascinating field smooth as possible, and Keep on the great work."	2016-12-23T23:45:46.621Z	9850180936
88	0	585d4d5c0c5c9e040043a9e3	2016-12-23T16:14:18.640Z	nd009	{'name': 'Rohit B.'}	5	5	Simply awesome, enjoying the training	2016-12-23T16:14:20.346Z	10153319292
89	0	585c43d116415f0400ef82e4	2016-12-22T21:21:26.086Z	nd009	{'name': 'Jang Hee I.'}	5	5	Good intro to machine learning and boost your confidence as a programmer! 	2016-12-22T21:21:21.411Z	5609029374
90	0	585bf134916a6b040068fad8	2016-12-22T15:28:52.360Z	nd009	{'name': 'Hammad U.'}	5	5	Good balance between theory and applications. Assignments are well thought out and challenging. There is a diversity of coding techniques and skills that are taught. 	2016-12-22T15:28:52.664Z	7881268931
91	0	585accd73917750400d35b1f	2016-12-21T18:41:26.528Z	nd009	{'name': 'Lanre I.'}	5	5	Fantastic so far	2016-12-21T18:41:27.194Z	3505558735
92	0	58598e036f9e1704006030a3	2016-12-20T20:01:07.436Z	nd009	{'name': 'Thiago Henrique G.'}	5	5	Very nice program, it focus in what really matters for you to create your way in the Machine Learning world. 	2016-12-20T20:01:07.314Z	8697973765
93	0	5858e6936f9e170400603096	2016-12-20T08:06:42.152Z	nd009	{'name': 'Wei J.'}	5	5	Good program! thanks!	2016-12-20T08:06:43.149Z	8405783372
94	0	5858a359cb980a04003e071c	2016-12-20T03:19:53.313Z	nd009	{'name': 'Younis Z.'}	5	5	I loved it	2016-12-20T03:19:53.920Z	2679768564
95	0	585849667c2b9a04001e7dab	2016-12-19T20:56:05.301Z	nd009	{'name': 'Chandra Mouli P.'}	5	5	excellent and learning a lot through course, projects and review of projects. 	2016-12-19T20:56:06.522Z	8343114829
96	0	5857ed987c2b9a04001e7da2	2016-12-19T14:24:25.736Z	nd009	{'name': 'Soyoung P.'}	5	5	Key part of Nanodegree is that multiple reviewers give feedback in timely manner. This is the best way to learning the most and faster with the key learning materials. Most of reviewers are really trying to give additional information on top of feedback on what has been wrong. Also, instead of ambiguously stating what can be improved, they give a working example code that I can start modyfing and learn from. This is the most essential part of learning and make learning curve faster rather than just watching lectures. 	2016-12-19T14:24:24.829Z	u31190955
97	0	5857470c7c2b9a04001e7d98	2016-12-19T02:33:29.957Z	nd009	{'name': 'Thiago M.'}	5	5	I have loved it! I used to study by myself but after to met Udacity I have the right idea that I still have a lot to learn	2016-12-19T02:33:48.322Z	8832151870
98	0	585505ae9abee90400826aeb	2016-12-17T09:30:16.103Z	nd009	{'name': 'Reyad R.'}	5	5	By far the best Machine Learning course I've attended!	2016-12-17T09:30:22.231Z	1208128747
99	0	585346e55fedb6040079ca19	2016-12-16T01:44:04.935Z	nd009	{'name': 'Ivan J.'}	5	5	Amazing.  I am happy that the Udacity crew keeps making it better and better.  Exceeded my expectations, and gives me a foundation from which to continue my journey in ML and AI.	2016-12-16T01:44:05.204Z	732299229
100	0	585339ed6e7dd00400e2c001	2016-12-16T00:48:46.699Z	nd009	{'name': 'Fernando E.'}	5	5	So far this is pretty great. Good explanations	2016-12-16T00:48:45.986Z	10048608315
101	0	58532e9b6e7dd00400e2bfff	2016-12-16T00:00:27.450Z	nd009	{'name': 'Shobhit M.'}	5	5	It has been going exactly how I expected. I have a full time job so I can't devote a lot of time to the course but the learning is addictive. I am so looking forward to spending 6-8 hours a day on this course during my vacation. 	2016-12-16T00:00:27.861Z	8835099207
102	0	58522ef31f458b0400c82581	2016-12-15T05:49:38.496Z	nd009		5	5	Awesome so far. 	2016-12-15T05:49:39.143Z	u444073
103	0	5852194f1f458b0400c8257f	2016-12-15T04:17:22.779Z	nd009	{'name': 'Jesse G.'}	5	5	Finally made it! Nanodegree program is exhaustive and you learn material that you would learn in a graduate study program. In fact, the people teaching the courses and running the program are graduates from the world's flagship universities such as Stanford. The Career Preparation is exhaustive: linkedin, cover letter, resume, and technical interview questions. During my time in the program, the Udacity refined the projects (added a few more) and now the Nanodegree is without a doubt is sterling silver. Udacity has momentum!	2016-12-15T04:17:19.952Z	5509519502
104	0	5851e2dcb3c7950400d2394c	2016-12-15T00:24:59.074Z	nd009	{'name': 'Roman Robert W.'}	5	5	Great program, a very detailed material, interesting lectures and assignments. I haven't completed it yet, but I enjoy it so far.	2016-12-15T00:25:00.244Z	9760324620
105	0	585182d9b3c7950400d23944	2016-12-14T17:35:20.841Z	nd009	{'name': 'Arthur C.'}	5	5	Perfectly! This program is AWESOME. Congratz to all people involved!	2016-12-14T17:35:21.745Z	8859421106
106	0	58516baf2500b104001918f0	2016-12-14T15:55:37.233Z	nd009	{'name': 'Carlos Alberto Hastenreiter A.'}	5	5	The journey is being awesome!!! The program is exceeding my expectations.	2016-12-14T15:56:31.097Z	8798165227
107	0	58509be5b3c7950400d23939	2016-12-14T01:09:55.815Z	nd009	{'name': 'Shum P.'}	5	5	Machine Learning is quite different to procedural programming. This course provided the right balance of theory and practical application. I was particularly impressed with the quiz questions which I found helped to clarify underlying principles.	2016-12-14T01:09:57.034Z	8880625247
108	0	585091f0d417b00400fbb6e7	2016-12-14T00:27:28.031Z	nd009	{'name': 'Nathan S.'}	5	5	High quality collection of videos and projects that makes a difficult subject quite accessible. Feedback is fast and community is great. Highly recommended.	2016-12-14T00:27:28.227Z	u31258663
109	0	58508754d417b00400fbb6e6	2016-12-13T23:42:09.965Z	nd009	{'name': '日升 王.'}	5	5	This course is very nice. The teachers make it easy and fun to understand the algorithms that I think has been difficult before the learning.	2016-12-13T23:42:12.325Z	9536719658
110	0	584ef8c5a021a00400e68450	2016-12-12T19:21:40.348Z	nd009	{'name': 'Josh B.'}	5	5	Amazing course, learned so much	2016-12-12T19:21:41.535Z	6503038546
111	0	584e2c5163b621040042c08e	2016-12-12T04:49:21.694Z	nd009	{'name': 'Christopher P.'}	5	5	The introduction to the topic is very gentle, and the content needs some updating, but that also makes it a good entry-level course into machine learning with python. Excited for the later content! (30% in atm)	2016-12-12T04:49:21.895Z	u21312863
112	0	584d18251b02690400e248b0	2016-12-11T09:11:01.299Z	nd009	{'name': 'Christos G.'}	5	5	It has been a great experience. Extremely helpful for refreshing many aspects of my professional career but also unique opportunity to go beyond and explore new frontiers. Many thanks to the team.	2016-12-11T09:11:01.596Z	5513490087
113	0	584abeb651ba410400275ce0	2016-12-09T14:23:52.783Z	nd009	{'name': 'ketan sahil s.'}	5	5	Hands-on exposure to some really great projects. Useful introduction to various machine learning techniques and theory behind them.	2016-12-09T14:24:54.275Z	8865522495
114	0	584a0efe696a5b0400500bdf	2016-12-09T01:55:13.384Z	nd009	{'name': 'Jordan C.'}	5	5	Above and Beyond. 	2016-12-09T01:55:10.258Z	9234080595
115	0	58496b00696a5b0400500bdb	2016-12-08T14:15:28.467Z	nd009	{'name': 'Michele C.'}	5	5	Great Nanodegree that provides lots of knowledge regarding this field. The projects are very hands-on and give you the chance to practice your skills on real-life scenarios. The Career Development section very thorough and extremely helpful. Every resource at Udacity is there to help you learn and advance in your career. The reviewers provide you detailed feedback on your projects. Amazing experience. This is the way that a real education platform should be!	2016-12-08T14:15:28.711Z	3097078551
116	0	5849497e7b22880400f5741a	2016-12-08T11:52:29.943Z	nd009	{'name': 'Pushkaraj S.'}	5	5	The program stresses on understanding the basics well, all the course material, projects and project reviews are in the same direction. It really helps to clear out misconceptions. Also, the reviewers suggest alternate perspectives on how to do certain tasks.	2016-12-08T11:52:30.951Z	4377998632
117	0	5848ca4a8c7e9904006fd8b6	2016-12-08T02:49:40.910Z	nd009	{'name': 'Jerry R.'}	5	5	Great Program! Broad coverage of the key Machine Learning topics and well constructed projects that give the student practical experience.	2016-12-08T02:49:46.889Z	964918912
118	0	584896418c7e9904006fd8b3	2016-12-07T23:07:45.589Z	nd009	{'name': 'Mohamed E.'}	5	5	Excellent program and specially the feedback provided by the reviewers. 	2016-12-07T23:07:45.671Z	9305588572
119	0	584826026a36710400af34c9	2016-12-07T15:08:50.268Z	nd009	{'name': 'Chris F.'}	5	5	The course content is amazing, and it only got me interested to learn more about ML.	2016-12-07T15:08:50.284Z	4393019162
120	0	5846ae613e1cf104005400c9	2016-12-06T12:26:09.326Z	nd009	{'name': 'Diego F.'}	5	5	It starts a bit slow but it quickly catches up and the Georgia Tech lectures in this course are awesome. The projects are also really nice and the reviews are very thorough, it's totally worth the time and money invested.	2016-12-06T12:26:09.883Z	6786561678
121	0	5844d46e71554104007a21d2	2016-12-05T02:43:51.849Z	nd009	{'name': 'Bart G.'}	5	5	Loved it so far. The mini projects have been helpful, but the projects themselves have been the main learning for me. And the feedback from the reviewers is the best part. When I make a mistake, they've given me resources and encouragement, to figure out how to fix the issue and why. I would recommend and attend another nano degree soon. This is way better than a traditional university.	2016-12-05T02:43:58.597Z	1225958907
122	0	58448ba8fa689404006af9b7	2016-12-04T21:33:27.469Z	nd009	{'name': 'Yannick K.'}	5	5	Awesome experience and support	2016-12-04T21:33:28.321Z	10092127036
123	0	58427b8e5203600400437e8b	2016-12-03T08:00:13.311Z	nd009	{'name': '政飞 王.'}	5	5	Very great experience to learn so many machine learning thinsg	2016-12-03T08:00:14.139Z	9804442185
124	0	584240b126d33f04004b6b2d	2016-12-03T03:48:59.839Z	nd009	{'name': 'Ali F.'}	5	5	Very good program providing all requisite details regarding machine learning and predictive modeling	2016-12-03T03:49:05.218Z	3400898743
125	0	5841de235203600400437e85	2016-12-02T20:49:44.504Z	nd009	{'name': 'Benjamin S.'}	5	5	I have learned things here that I haven't learned in a bootcamp.  This is definitely a well thought out curriculum.	2016-12-02T20:48:35.696Z	4643479088
126	0	58410bc80319b80400f52f33	2016-12-02T05:51:01.625Z	nd009	{'name': 'Avishek k.'}	5	5	Program is fantastic and quite detail oriented. I feel that once complete, it will put me at par with most machine learning engineers given the scale of the projects that are a part of the nanodegree.	2016-12-02T05:51:04.758Z	9436429794
127	0	584024c9b299730400a260ef	2016-12-01T13:25:29.783Z	nd009	{'name': 'YUTAO L.'}	5	5	非常棒的一门课程,只是越往后难度越大,谨慎规划啊!!!	2016-12-01T13:25:29.765Z	9431209279
128	0	583ff447c866fe0400696535	2016-12-01T09:58:25.518Z	nd009	{'name': 'Nirmesh G.'}	5	5	Amazing course structure	2016-12-01T09:58:31.118Z	4180938745
129	0	583fdf10c866fe0400696534	2016-12-01T08:27:57.195Z	nd009	{'name': 'Shenggan C.'}	5	5	十分棒，不过希望能有更多选修项目	2016-12-01T08:28:00.856Z	8241909752
130	0	583d9b3eede3b004004448df	2016-11-29T15:14:04.714Z	nd009	{'name': 'Shivam W.'}	5	5	"The instructors are very good in teaching complex concepts in a very simple to understand manner.
"	2016-11-29T15:14:06.055Z	805939293
131	0	583cdd6826d6e70400242407	2016-11-29T01:44:07.646Z	nd009	{'name': '思淼 于.'}	5	5	Interesting and powerful	2016-11-29T01:44:08.606Z	10091021993
132	0	583b8cee4736d40400fc11c5	2016-11-28T01:48:28.776Z	nd009	{'name': 'chen y.'}	5	5	"I started this program with purely curiosity of Machine Learning, and I did learn a lot through it. This program not only teaches me some algorithms, but also the new way of thinking the problems given.
It was a really good experiences"	2016-11-28T01:48:30.079Z	1001549134
133	0	583aeb194736d40400fc11bb	2016-11-27T14:18:00.715Z	nd009	{'name': 'Gautam R.'}	5	5	Amazing	2016-11-27T14:18:01.379Z	825059022
134	0	583a6d3309d30e04001c7fc7	2016-11-27T05:20:51.446Z	nd009	{'name': 'Zheng P.'}	5	5	Terrific!~！	2016-11-27T05:20:51.472Z	9941369042
135	0	583a11f209d30e04001c7fc1	2016-11-26T22:51:29.855Z	nd009	{'name': 'Scott A.'}	5	5	This is one of the best, most comprehensive and practical courses I have attended!	2016-11-26T22:51:30.178Z	u1916026
136	0	583906c93b745b040007219d	2016-11-26T03:51:36.444Z	nd009	{'name': '冰 王.'}	5	5	Very Good！	2016-11-26T03:51:37.931Z	10095619512
137	0	5837e4c24d2bda0400965b3f	2016-11-25T07:14:08.410Z	nd009	{'name': 'sylvester r.'}	5	5	Had a great experience with this nano degree :) The coding and mini project sections with Katie were really informative. Parts of the lecture with Sebastian Thrun were also thought provoking  and served as an eye opener in many ways. Awesome support provided by the support team, who were always quick to respond to my queries from time to time  :) 	2016-11-25T07:14:10.296Z	3627518855
138	0	5836e0e5fa65b204008672b0	2016-11-24T12:45:22.046Z	nd009	{'name': 'younes s.'}	5	5	Cool, easy to learn, the concept is professional	2016-11-24T12:45:25.308Z	9852308490
139	0	58368a05ca0f300400f1542b	2016-11-24T06:34:44.476Z	nd009	{'name': 'Karthic R.'}	5	5	Really complex concepts are made so simple and easier to learn here.	2016-11-24T06:34:45.098Z	u40347046
140	0	5836471eca0f300400f15428	2016-11-24T01:49:17.502Z	nd009	{'name': 'Nathanaël L.'}	5	5	Probably the best online course on machine learning out there. This nano degree provided me with a general understanding of the machine learning landscape and I also discovered/specialised into computer vision. The MLND was a great way to complement my university studies.	2016-11-24T01:49:18.148Z	8400146472
141	0	5835fe9f840ca20400102904	2016-11-23T20:39:58.108Z	nd009	{'name': 'Tyler L.'}	5	5	I have finished this program and it has defied expectations. Thanks to the Udacity staff. This is an amazing product that you have created and I hope that you continue to innovate. Feel free to shoot me an email if you are short any machine learning engineers. I would be ecstatic for the chance to offer my skills to such an awesome mission.	2016-11-23T20:39:59.897Z	5141313364
142	0	5835997644f4f30400c35c0c	2016-11-23T13:28:22.170Z	nd009	{'name': 'Vlad V.'}	5	5	Awesome	2016-11-23T13:28:22.481Z	8983234835
143	0	58355a70840ca204001028fa	2016-11-23T08:59:28.361Z	nd009	{'name': 'armen d.'}	5	5	The Machine Learning Nanodegree thru Udacity offers a great breadth and depth into ML while giving you the options to further explore your areas of interest. It emphasizes pragmatism thru hands on learning projects which are similar to challenges you would face in industry. 	2016-11-23T08:59:28.852Z	u189611
144	0	583238dbe0c81d040097971c	2016-11-20T23:59:23.175Z	nd009	{'name': 'Jordan C.'}	5	5	The reviewer not only graded each question black or white, he explained why and how to better answer. This has caused me to understand this 99% better, now the next challenge is how can I relate what I am learning to Global Markets Data and Analysis. 	2016-11-20T23:59:23.341Z	9234080595
145	0	5831b0103a4f2204006041fa	2016-11-20T14:17:04.148Z	nd009	{'name': 'Jiayu N.'}	5	5	good lesson~！	2016-11-20T14:15:44.776Z	10047553549
146	0	582cff7403cd470400ffbb38	2016-11-17T00:53:08.207Z	nd009	{'name': 'Alessandro L.'}	5	5	This was by far my best online education experience. The projects are perfect to put into practice the concepts taught in the lectures. They are challenging enough and doable at the same time. The reviews were the greatest value I have ever received from an online course. Words are not enough to express how much I learned from the reviewers. I am puzzled by the value I received. Thank you Sebastian Thrun, thank you Udacity!	2016-11-17T00:53:08.839Z	7654881524
147	0	582bf9a9c85ee104008e3f12	2016-11-16T06:16:09.203Z	nd009	{'name': 'Carlos S.'}	5	5	Above expectations! Well done!	2016-11-16T06:16:09.938Z	5858218543
148	0	582b43009481e1040043dde4	2016-11-15T17:16:48.122Z	nd009	{'name': 'Patrícia P.'}	5	5	Excelent!!	2016-11-15T17:16:48.437Z	9852382402
149	0	582b37539481e1040043dde3	2016-11-15T16:26:59.061Z	nd009	{'name': 'Hans G.'}	5	5	This Nanodegree taught me several concepts for how to pragmatically and successfully apply ML techniques for my business.	2016-11-15T16:26:59.434Z	9299789947
150	0	58282e368b52e6040068bd8c	2016-11-13T09:11:18.810Z	nd009	{'name': 'Ali F.'}	5	5	Very intuitive explanation of basic Machine learning algorithms, which helped me in grasping of complex concepts quite easily.	2016-11-13T09:11:18.810Z	3400898743
151	0	5827f2f12a0ca60400b145d0	2016-11-13T04:58:24.860Z	nd009	{'name': 'Luis M.'}	5	5	This course is great and I am loving it. So far it has helped me gain a much better understanding on Machine learning and how it is implemented to solve problems. The instructors do a great job with the examples. Also it is great that the first few lessons are dedicated to help you brush up on statistics concepts. I am so glad I found this program.	2016-11-13T04:58:25.425Z	9853862964
152	0	5827b16e2a0ca60400b145cd	2016-11-13T00:18:53.968Z	nd009	{'name': 'Ivan J.'}	5	5	Great program.  A coherent and quality foundation for any of the ML projects I have planned for work or personally.  	2016-11-13T00:18:54.239Z	732299229
153	0	5827266f09c4560400ea03ab	2016-11-12T14:25:50.716Z	nd009	{'name': 'David M.'}	5	5	"The program is going very well. I have received a lot of help from the mentors. In a short time I was able to solve problems in a totally new field for me.
This will enable me to start my own company.
"	2016-11-12T14:25:51.858Z	9233762372
154	0	58248dd9ab06b10400cd521e	2016-11-10T16:10:15.669Z	nd009	{'name': 'Camilo G.'}	5	5	I just finished the Machine Learning Nanodegree and it has been an awesome experience! I am very glad and satisfied with the things I have learned and with how Udacity has handled the course. Thanks a lot guys, and I hope to come back as a student in the near future.	2016-11-10T15:10:17.998Z	3475839493
155	0	582177cd31a0e3030099ab1b	2016-11-08T06:59:24.302Z	nd009	{'name': 'Andrey S.'}	5	5	Great experience!	2016-11-08T06:59:25.637Z	u165410
156	0	581f8dcbd84d8503005e90e8	2016-11-06T20:08:43.139Z	nd009	{'name': 'Ritu K.'}	5	5	I'm enjoying learning ML with this Nano Degree program. I'm so glad I decided to enroll. I'm even looking forward to AI, VR and Self Driving Car courses. The forums are helpful, material is great, and platform is smooth. I'm getting the confidence that I'll be able to take my career to next level. 	2016-11-06T20:08:43.645Z	730339296
157	0	581f5041d84d8503005e90e5	2016-11-06T15:46:08.124Z	nd009	{'name': '橙橙 黄.'}	5	5	it will be the greatest experience for me	2016-11-06T15:46:09.765Z	9947538100
158	0	581e3a67f09d7403000c78aa	2016-11-05T20:00:38.630Z	nd009	{'name': 'Moustafa B.'}	5	5	A very well designed course for people of the future	2016-11-05T20:00:39.869Z	6786905288
159	0	581cf40a330b370300d67388	2016-11-04T20:48:10.504Z	nd009	{'name': 'HE H.'}	5	5	Very clear and detailed	2016-11-04T20:48:10.535Z	3473298807
160	0	581b3971400a690300f6fd77	2016-11-03T13:19:47.007Z	nd009	{'name': 'Isabel Maria V.'}	5	5	Awesome course! Learned a lot of useful things in a very professional way! A really boost for my career!	2016-11-03T13:19:45.703Z	8690194060
161	0	581b31f3400a690300f6fd76	2016-11-03T12:47:48.782Z	nd009	{'name': 'Isabel Maria V.'}	5	5	Awesome course! Learned a lot of useful things in a very professional way! A really boost for my career!	2016-11-03T12:47:47.616Z	8690194060
162	0	5819fc73c89aea030006f287	2016-11-02T14:47:14.586Z	nd009	{'name': 'YI PENG H.'}	5	5	So far so good. I think the instructions need to be specified more, as I spent sometime figuring out how to start. But the projects and reviews are so awesome	2016-11-02T14:47:16.006Z	7881345829
163	0	58168c88b12cb8030058d784	2016-10-31T00:12:56.236Z	nd009	{'name': 'Faisal A.'}	5	5	I loved the balance between guidance and allowing you to stumble and find your own way. Challenging and rewarding :)	2016-10-31T00:12:56.378Z	u41165438
164	0	581619f3b12cb8030058d77f	2016-10-30T16:04:02.884Z	nd009	{'name': 'Dmytro P.'}	5	5	Everything is well organized and very interesting. The only drawback is that sometimes  learning materials (mainly from Georgia Tech) aren't so good.	2016-10-30T16:04:03.894Z	178215449
165	0	5815b98f41ef7b0300c895de	2016-10-30T09:12:44.850Z	nd009	{'name': '孟 王.'}	5	5	这是我见过的最好的机器学习课程。从课程设计上说，理论实践紧密结合，学习效果事半功倍。这个课程完美解决了自学可能遇到的弊端：1.看书自学，偏理论而缺乏实践，学习层次很浅，效果不佳；2.网上解题式学习，由于缺乏系统科学的理论指导，遇到问题，要么无从下手，要么需要花费大量时间精力才能解决，费时费力，投入产出比低；3.自律性不强，难以坚持，没有合理科学的学习计划。	2016-10-30T09:12:47.169Z	9779040049
166	0	58144e1db188070300a8709b	2016-10-29T07:22:05.947Z	nd009	{'name': '菁 徐.'}	5	5	Very Cool, and the pratical test is very interesting.	2016-10-29T07:22:05.960Z	9711843683
167	0	58100014d52df103001e0a4e	2016-10-26T01:00:03.734Z	nd009	{'name': 'Roberto D.'}	5	5	So far this is one of the great learning experiences I had in EAD.	2016-10-26T01:00:04.737Z	9383954942
168	0	580f6ff58339980300017532	2016-10-25T14:45:05.699Z	nd009	{'name': '冰 谌.'}	5	5	实践出真知啊，认真做项目作业收获很大	2016-10-25T14:45:09.021Z	8242810085
169	0	580c7008f66cc80300a8fd7f	2016-10-23T08:08:41.521Z	nd009	{'name': 'Vayne L.'}	5	5	Excellent.	2016-10-23T08:08:40.228Z	8652390798
170	0	580a62edeec8840300ecf917	2016-10-21T18:48:09.477Z	nd009	{'name': 'Thomas S.'}	5	5	This was the best learning experience I have had in my life so far. I'm a master's degree student in computer science at a German university and the teaching quality presented here still exceeded everything I have seen so far.	2016-10-21T18:48:13.595Z	7425650194
171	0	58079039271d9b0300ae84e4	2016-10-19T15:24:40.641Z	nd009	{'name': 'Jia Qing Y.'}	5	5	A excellent start to your journey in machine learning! :D	2016-10-19T15:24:41.777Z	7325725224
172	0	5806fa61ef2ebb03000ece65	2016-10-19T04:45:19.910Z	nd009	{'name': 'Jian Z.'}	5	5	The program provides me more than what I expected. It helps me land an intern in data science field.	2016-10-19T04:45:21.670Z	7322164493
173	0	5804fbe0a2a7ee0300425004	2016-10-17T16:27:10.809Z	nd009	{'name': 'jiacheng l.'}	5	5	Best forever!	2016-10-17T16:27:12.232Z	6442590439
174	0	5802b3607d21ae0300f587a0	2016-10-15T22:53:20.333Z	nd009	{'name': 'Sergey K.'}	5	5	Liked the program a lot. The projects are challenging. Discussion forums are helpful. Reviewers' feedback is excellent. Thanks!	2016-10-15T22:53:20.658Z	8306099584
175	0	580200a4ed898b03007fd495	2016-10-15T10:10:37.368Z	nd009	{'name': 'Gautham S.'}	5	5	It has a great balance between theory and programming. It gives you a head start into the machine learning industry. I would highly recommend this course!	2016-10-15T10:10:44.304Z	4327236487
176	0	580150138c11c10300adc4f8	2016-10-14T21:37:22.567Z	nd009	{'name': 'Thiago G.'}	5	5	Excelent!	2016-10-14T21:37:23.445Z	2149758825
177	0	57fe8cc2406efe030078f268	2016-10-12T19:19:30.145Z	nd009	{'name': 'David C.'}	5	5	The program was a great tool to get started learning Machine Learning.  It was very challenging but with the help of the Udacity community it was a great learning experience.	2016-10-12T19:19:30.602Z	4275760225
178	0	57fe06fd3a3b780300d8bddd	2016-10-12T09:48:44.358Z	nd009	{'name': '航通 雒.'}	5	5	面向实际应用	2016-10-12T09:48:45.242Z	9776921350
179	0	57fd3de0a1e5a00300c7ba14	2016-10-11T19:30:38.098Z	nd009	{'name': 'Luca C.'}	5	5	Great program, lots of practice and projects.	2016-10-11T19:30:40.734Z	5876383551
180	0	57fc0e96a1e5a00300c7b9fc	2016-10-10T21:56:38.801Z	nd009	{'name': 'Shitao W.'}	5	5	The problem is great in terms of content and project. At the same time, the graduation process may need to be improved.	2016-10-10T21:56:39.018Z	8991453889
181	0	57fb8cb5376c7b0300a26cf9	2016-10-10T12:42:27.828Z	nd009	{'name': 'jiacheng l.'}	5	5	非常好的课程，非常用心！	2016-10-10T12:42:29.596Z	6442590439
182	0	57fb019d192b4c0300af684d	2016-10-10T02:49:00.573Z	nd009	{'name': 'Uirá C.'}	5	5	The capstone is fu****g difficult, but it is crazily fun.	2016-10-10T02:49:01.373Z	735108639
